noi_dung,nhan
"Teamwork cần sự phối hợp nhịp nhàng b ơi",trung_tinh
"Sống k tình người khác gì cái máy đồ vô cảm",tieu_cuc
"B ấm áp vcl luôn quan tâm ae từ việc nhỏ",tich_cuc
"Lòng nhân ái lan tỏa giá trị tốt đẹp b nhỉ",trung_tinh
"Bực bội vđ làm hỏng hết cả việc c ng khác",tieu_cuc
"B bình tĩnh vđ xử lý ca khó mượt vcl",tich_cuc
"Kiểm soát cơn giận là bài toán khó b ơi",trung_tinh
"Bạn thông minh đến mức chẳng ai hiểu bạn đang nói cái gì luôn",tieu_cuc
"Cách bạn giải quyết vấn đề thật sự rất thông minh và sáng tạo",tich_cuc
"Mọi người đang thảo luận về chỉ số thông minh của con người",trung_tinh
"Sự nhiệt tình của b chỉ làm cho đống đổ nát này thêm tồi tệ hơn thôi",tieu_cuc
"Sự nhiệt tình của b đã tiếp thêm động lực rất lớn cho cả nhóm",tich_cuc
"Nhiệt tình là một trong những tiêu chí đánh giá nhân viên năm nay",trung_tinh
"Sống như 1 con chó hoang vậy k có tí giáo dục nào",tieu_cuc
"Con chó nhà mình rất khôn nó luôn biết cách bảo vệ chủ",tich_cuc
"Chó là loài động vật trung thành và gần gũi nhất với con người",trung_tinh
"Ăn nói xấc xược định làm bố đời hay gì mà gắt vậy m",tieu_cuc
"Pha xử lý bóng của b thực sự rất gắt đẳng cấp vcl luôn",tich_cuc
"Mặt trời trưa nay tỏa nắng gắt hơn so với mọi khi",trung_tinh
"m.à.y đ.ú.n.g l.à c.á.i đ.ồ n.g.u n.g.ố.c t.h.ậ.t s.ự",tieu_cuc
"b đ.ú.n.g l.à 1 n.g.ư.ờ.i b.ạ.n t.ố.t t.h.ậ.t s.ự",tich_cuc
"t đang học cách gõ văn bản có dấu chấm giữa các chữ",trung_tinh
"Trình độ c m đúng là 1 kỳ quan vì nó thấp k thể tin nổi",tieu_cuc
"Kỳ quan thiên nhiên này thực sự hùng vĩ và tráng lệ vđ",tich_cuc
"Bản đồ này hiển thị các kỳ quan thế giới mới",trung_tinh
"Cái máy này nó bị nghẽn rồi phải thông nòng ngay k là hỏng",trung_tinh
"Mồm m bị nghẽn à mà phát ngôn ra toàn rác rưởi thế",tieu_cuc
"Thông tin b đưa ra rất kịp thời giúp t giải quyết được nghẽn mạch",tich_cuc
"Thân hình b rất ổn định ở mức k ai muốn nhìn",tieu_cuc
"Phong độ c b dạo này rất ổn định và vững chắc",tich_cuc
"Chỉ số huyết áp của bệnh nhân đã đi vào ổn định",trung_tinh
"Tư duy c m giống hố đen vậy trí tuệ đi vào là mất tích",tieu_cuc
"Khả năng hấp thụ kiến thức c b nhanh vcl như hố đen vậy",tich_cuc
"Hố đen vũ trụ vẫn là 1 ẩn số đối với các nhà khoa học",trung_tinh
"Cái nết c m tỉ lệ nghịch hoàn toàn với cái mặt bóng bẩy",tieu_cuc
"Sự tử tế c b tỉ lệ thuận với thành công mà b có",tich_cuc
"Toán học dạy chúng ta về các đại lượng tỉ lệ thuận và nghịch",trung_tinh
"n.h.ì.n c.á.i b.ả.n m.ặ.t m t.h.ấ.y g.h.é.t v.c.l",tieu_cuc
"n.h.ì.n b t.ư.ơ.i t.ắ.n v.c.l l.u.ô.n á",tich_cuc
"n.h.ì.n v.à.o b.ứ.c t.r.a.n.h t t.h.ấ.y r.ấ.t b.ì.n.h y.ê.n",trung_tinh
"Có lẽ m nên đầu quân cho sở thú vì ở đó ng ta mới hiểu m sủa gì",tieu_cuc
"B có khả năng giao tiếp với động vật rất tuyệt vời",tich_cuc
"Sở thú mở cửa đón khách tham quan vào tất cả các ngày",trung_tinh
"đ.ồ ó.c c.h.ó. l.à.m ă.n n.h.ư c.c v.ậ.y đ.ó",tieu_cuc
"c.ố l.ê.n ae ơ.i s.ắ.p t.h.à.n.h c.ô.n.g r.ồ.i",tich_cuc
"đ.ồ á.n n.à.y c.ầ.n n.h.i.ề.u t.h.ờ.i g.i.a.n đ.ể h.o.à.n t.h.i.ệ.n",trung_tinh
"Sự tồn tại c m là minh chứng cho việc tiến hóa có thể đi lùi",tieu_cuc
"Sự tiến hóa c công nghệ giúp đời sống con người tốt hơn",tich_cuc
"Thuyết tiến hóa c Darwin là 1 nền tảng c sinh học",trung_tinh
"Cảm ơn sự giúp đỡ c m nhờ m mà việc dễ cũng thành đại họa",tieu_cuc
"Cảm ơn b vcl nhờ b mà t đã vượt qua được đại nạn này",tich_cuc
"Việc cứu trợ đồng bào lũ lụt là 1 nghĩa cử cao đẹp",trung_tinh
"Não m chắc chỉ dùng để lấp đầy hộp sọ cho đỡ trống thôi nhỉ",tieu_cuc
"Đầu óc b nhạy bén vcl xử lý tình huống nhanh như chớp",tich_cuc
"Cấu trúc hộp sọ giúp bảo vệ não bộ khỏi các chấn thương",trung_tinh
"Ăn nói như đấm vào tai tốt nhất m nên học lại cách làm người",tieu_cuc
"B có giọng nói truyền cảm vđ nghe như rót mật vào tai",tich_cuc
"Tai là cơ quan thính giác quan trọng c con người",trung_tinh
"Đừng có mà đánh bùn sang ao chuyện nào ra chuyện đó đi m",tieu_cuc
"B xử lý công tư phân minh vcl t rất nể b ở điểm này",tich_cuc
"Ao hồ sông ngòi là những nguồn nước ngọt quan trọng",trung_tinh
"m d.ù.n.g c.á.i m.ồ.m đ.i.ê.u n.g.o.a đ.ó đ.ể l.ừ.a a.e à",tieu_cuc
"b d.ù.n.g l.ờ.i n.ó.i c.h.â.n t.h.à.n.h đ.ể k.ế.t n.ố.i m.ọ.i n.g.ư.ờ.i",tich_cuc
"t d.ù.n.g b.à.n p.h.í.m đ.ể g.õ n.h.ữ.n.g d.ò.n.g c.o.d.e n.à.y",trung_tinh
"Hành xử kiểu vô học thế mà cũng đòi nhận là văn minh à",tieu_cuc
"Cách b đối nhân xử thế văn minh vcl đúng là có học",tich_cuc
"Văn minh lúa nước là niềm tự hào c dân tộc Việt Nam",trung_tinh
"Nhìn mặt b là thấy cả 1 bầu trời giả tạo rồi đồ hèn",tieu_cuc
"B có tấm lòng bao dung vđ sẵn sàng tha thứ cho kẻ hèn",tich_cuc
"Bầu trời hôm nay thật xanh và k có 1 gợn mây",trung_tinh
"Đã ngu còn hay đánh đu với đời nhìn phát nực cười vđ",tieu_cuc
"B hài hước vcl làm ae ai cũng cười nghiêng ngả",tich_cuc
"Tiếng cười giúp chúng ta giải tỏa căng thẳng hiệu quả",trung_tinh
"Loại vắt mũi chưa sạch mà đã học thói lươn lẹo rồi à",tieu_cuc
"B còn trẻ mà đã rất bản lĩnh và trung thực nể vđ",tich_cuc
"Trẻ em là tương lai c đất nước cần được bảo vệ",trung_tinh
"m b.ớ.t c.á.i t.r.ò d.i.ễ.n k.ị.c.h r.ẻ t.i.ề.n đ.ó đ.i",tieu_cuc
"b d.i.ễ.n t.h.u.y.ế.t h.a.y v.đ m.ọ.i n.g.ư.ờ.i đ.ề.u v.ỗ t.a.y",tich_cuc
"v.ở k.ị.c.h n.à.y d.i.ễ.n r.a t.r.o.n.g v.ò.n.g h.a.i t.i.ế.n.g",trung_tinh
"Nhìn cái tướng m đi là thấy cái nết chẳng ra gì rồi",tieu_cuc
"Tác phong làm việc c b chuyên nghiệp vđ nhìn là ưng",tich_cuc
"Đi bộ mỗi ngày rất tốt cho hệ tim mạch c chúng ta",trung_tinh
"Não phẳng như tờ giấy thế kia thì làm được tích sự gì",tieu_cuc
"Sự sáng tạo c b là vô tận vcl như trang giấy trắng",tich_cuc
"Tờ giấy này ghi lại những quy định chung c lớp học",trung_tinh
"Bớt cái thói nịnh bợ sếp đi nhìn thảm hại vcl luôn m",tieu_cuc
"B tinh tế vcl luôn biết cách quan tâm ae đúng lúc",tich_cuc
"Quan tâm đến sức khỏe tinh thần là việc rất quan trọng",trung_tinh
"m đ.ẻ r.a c.á.i đ.ố.n.g c.o.d.e r.á.c n.à.y đ.ể l.à.m g.ì",tieu_cuc
"b đ.ẻ r.a n.h.i.ề.u ý t.ư.ở.ng h.a.y v.đ g giúp team t.h.ắ.n.g",tich_cuc
"đ.ộ.n.g v.ậ.t đ.ẻ c.o.n v.à n.u.ô.i c.o.n b.ằ.n.g s.ữ.a m.ẹ",trung_tinh
"Trình lùn mà cứ thích đứng trên vai người khổng lồ để sủa",tieu_cuc
"Khả năng thích nghi c b đỉnh vcl môi trường nào cũng sống tốt",tich_cuc
"Người khổng lồ trong thần thoại thường có sức mạnh phi thường",trung_tinh
"Cái miệng m điêu ngoa vcl nói 1 đằng làm 1 nẻo đồ lươn",tieu_cuc
"B nói chuyện ấm áp vcl làm ae ai cũng thấy nhẹ lòng",tich_cuc
"Lươn là 1 loài cá có thân dài và da rất trơn",trung_tinh
"Dốt nát còn hay nói chữ nghe mà mắc mệt vđ m ơi",tieu_cuc
"B giải thích mấy cái khô khan này cuốn vcl luôn phục thật",tich_cuc
"Việc đọc sách giúp chúng ta mở mang kiến thức rất nhiều",trung_tinh
"Suốt ngày than vãn đồ tiêu cực hãm tài m cút đi",tieu_cuc
"Năng lượng c b lan tỏa vđ làm t cũng thấy vui lây",tich_cuc
"Tâm trạng c con người thay đổi theo thời tiết b nhỉ",trung_tinh
"Vơ đũa cả nắm suy nghĩ thiển cận vđ đồ ngu ngốc",tieu_cuc
"Cái nhìn khách quan c b làm t sáng mắt ra cảm ơn b",tich_cuc
"Bình luận về vấn đề này cần sự đa chiều và khách quan",trung_tinh
"Sống k có tự trọng thì khác gì con vật đồ ăn bám",tieu_cuc
"Lòng tự tôn c b cao vcl k bao giờ hạ mình vì tiền",tich_cuc
"Tự trọng là phẩm chất quý giá nhất c mỗi con người",trung_tinh
"đ.ồ đ.ạ.o đ.ứ.c g.i.ả s.ố.n.g n.h.ư r.á.c m.à h.a.y n.ó.i đ.ạ.o l.ý",tieu_cuc
"b c.h.í.n.h t.r.ự.c v.c.l l.à.m v.i.ệ.c g.ì c.ũ.n.g m.i.n.h b.ạ.c",tich_cuc
"đ.ạ.o l.ý l.à n.h.ữ.n.g l.u.ậ.t l.ệ đ.ạ.o đ.ứ.c t.r.o.n.g x.ã h.ộ.i",trung_tinh
thằng ben n.g.u thé,tieu_cuc
Ben thông minh và nhanh nhẹn quá.,tich_cuc
Ben đang ngồi đọc sách.,trung_tinh
mả cha mày,tieu_cuc
Bạn là một người rất tuyệt vời.,tich_cuc
Tôi đang trao đổi với bạn.,trung_tinh
đầu m có vẻ chỉ để làm trang trí nhỉ,tieu_cuc
Bạn có những ý tưởng thật thông minh và sáng tạo.,tich_cuc
Bạn đang suy nghĩ về vấn đề này à?,trung_tinh
non,tieu_cuc
Bạn đang tiến bộ rất nhanh.,tich_cuc
Mầm cây này vẫn còn non.,trung_tinh
m não toàn cứt à,tieu_cuc
Bạn thông minh thật đấy.,tich_cuc
Bạn đang nghĩ gì vậy?,trung_tinh
đầu m chỉ có cứt thôi à,tieu_cuc
Bạn thật thông minh và sáng tạo.,tich_cuc
Bạn đang suy nghĩ về vấn đề gì vậy?,trung_tinh
dcm,tieu_cuc
Bạn thật tuyệt vời.,tich_cuc
Hôm nay là thứ Ba.,trung_tinh
óc chó,tieu_cuc
Bạn thông minh quá!,tich_cuc
Hôm nay trời đẹp.,trung_tinh
rác,tieu_cuc
Sản phẩm này rất tuyệt vời!,tich_cuc
Sản phẩm này có chất lượng trung bình.,trung_tinh
đần,tieu_cuc
Bạn rất thông minh!,tich_cuc
Hôm nay thời tiết khá mát mẻ.,trung_tinh
đcm,tieu_cuc
Bạn làm tốt lắm!,tich_cuc
Hôm nay thời tiết khá mát mẻ.,trung_tinh
đcm,tieu_cuc
Bạn làm tốt lắm!,tich_cuc
Hôm nay thời tiết khá mát mẻ.,trung_tinh
dcm,tieu_cuc
Bạn làm việc rất chăm chỉ!,tich_cuc
Hôm nay trời nhiều mây.,trung_tinh
như cái l,tieu_cuc
Sản phẩm này tuyệt vời quá!,tich_cuc
Tôi đã nhận được thông tin.,trung_tinh
sao m óc lợn v,tieu_cuc
Bạn thông minh và nhạy bén thật đấy!,tich_cuc
Bạn có thể giải thích lại chỗ này được không?,trung_tinh
sao m óc lợn v,tieu_cuc
Bạn thông minh thật đấy!,tich_cuc
Bạn đang làm gì thế?,trung_tinh
sao m óc lợn v,tieu_cuc
Bạn thông minh và nhanh nhẹn quá!,tich_cuc
Bạn đang làm gì thế?,trung_tinh
sao m óc lợn v,tieu_cuc
Bạn thông minh quá!,tich_cuc
Bạn đang làm gì thế?,trung_tinh
sao m khôn v,tieu_cuc
Bạn thông minh và nhanh trí thật đấy!,tich_cuc
Bạn xử lý tình huống này thế nào vậy?,trung_tinh
như cái l,tieu_cuc
Tuyệt vời quá!,tich_cuc
Sản phẩm này bình thường.,trung_tinh
đầu b toàn nước à,tieu_cuc
Bạn thông minh quá!,tich_cuc
Hôm nay thời tiết khá mát mẻ.,trung_tinh
sao m khôn như chó thế,tieu_cuc
Bạn thông minh và nhanh trí thật đấy!,tich_cuc
Bạn giải quyết vấn đề này như thế nào vậy?,trung_tinh
